@relation BaseHistorica-weka.filters.unsupervised.attribute.Remove-R1

@attribute WMC numeric
@attribute LCOM numeric
@attribute NBD numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute NORM numeric
@attribute SIX numeric
@attribute MLOC numeric
@attribute NAC numeric
@attribute NSF numeric
@attribute NSM numeric
@attribute PAR numeric
@attribute NOI numeric
@attribute NOP numeric
@attribute I numeric
@attribute A numeric
@attribute Dn numeric
@attribute debug numeric
@attribute breakpoint numeric
@attribute refactoring numeric
@attribute CodErro numeric
@attribute qtdeErros numeric
@attribute classe {basic,intermediate,proficient}

@data
9,0.517,1.231,1,0,0,0,3.923,3.333,0,0.333,0.846,0,2,0.5,0,0.5,0,0,0,0,0,proficient
1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,proficient
0.5,0,1,1,0,0,0,0,0,0,0.5,1,0,2,1,0,0,0,0,0,0,0,proficient
0.333,0,1,1,0,0,0,0,0,0,0.333,1,0,2,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1,0,0,0,0,0,0,0.25,1,0,2,1,0,0,0,0,0,0,0,proficient
2.25,0.143,1,1,0,0,0,1.222,0.75,0,0.25,0.889,0,2,1,0,0,0,0,0,0,0,proficient
1.8,0.114,1,1,0,0,0,1.222,0.6,0,0.2,0.889,0,2,1,0,0,0,0,1,0,0,proficient
4.6,0.248,1,1,0,0,0,2.412,1.2,0,0.2,0.882,0,2,1,0,0,0,0,1,8,1,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
19,0.889,1,1,0,0,0,1.474,9,0,0,0.947,0,1,1,0,0,0,0,0,0,0,proficient
9.5,0.444,1,1,0,0,0,1.474,4.5,0,0,0.947,0,1,1,0,0,0,0,0,0,0,proficient
10,0.444,1,1.5,0,0,0,1.5,5.5,0,0,1.35,0,1,1,0,0,0,0,0,0,0,proficient
12,0.778,1,1.5,0,0,0,1.417,5.5,0,0,1.208,0,1,1,0,0,0,0,0,0,0,proficient
9,0.519,1,1.667,0,0,0,1.407,4,0,0,1.444,0,1,1,0,0,0,0,1,0,0,proficient
8.667,0.519,1,1.667,0,0,0,1.385,4,0,0,1.154,0,1,1,0,0,0,0,0,0,0,proficient
9,0.519,1,1.667,0,0,0,1.444,4,0,0,1.481,0,1,1,0,0,0,0,1,0,0,proficient
9,0.519,1,1.667,0,0,0,1.444,4,0,0,1.481,0,1,1,0,0,0,0,0,0,0,proficient
9,0.463,1,1.667,0.667,0,0,1.519,4,0,0,1.556,0,1,1,0,0,0,0,0,0,0,proficient
7,0.347,1,1.5,0.5,0,0,1.464,3,0,0.25,1.536,0,2,1,0,0,0,0,0,0,0,proficient
7.25,0.347,1,1.5,0.5,0,0,1.414,3,0,0.5,1.483,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.345,3,0,0.5,1.483,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.414,3,0,0.5,1.483,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.517,3,0,0.5,1.483,0,2,1,0,0,0,0,0,1,1,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.517,3,0,0.5,1.483,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.655,3,0,0.5,1.483,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.69,3,0,0.5,1.483,0,2,1,0,0,0,0,0,0,0,proficient
7.75,0.347,1.034,1.5,0.5,0,0,2.69,3,0,0.5,1.483,0,2,1,0,0,0,0,1,0,0,proficient
6.2,0.278,1.034,1.4,0.4,0,0,2.69,2.4,0,0.4,1.483,0,3,1,0,0,0,0,1,0,0,proficient
6.4,0.278,1.033,1.4,0.4,0,0,2.7,2.4,0,0.6,1.5,0,3,1,0,0,0,0,0,0,0,proficient
6.4,0.278,1.033,1.4,0.4,0,0,2.7,2.4,0,0.6,1.5,0,3,1,0,0,0,0,1,8,2,proficient
6.8,0.278,1.065,1.4,0.4,0,0,2.774,2.4,0.6,0.8,1.452,0,3,1,0,0,0,0,0,1,2,proficient
6.8,0.278,1.065,1.4,0.4,0,0,2.871,2.4,0.6,0.8,1.452,0,3,1,0,0,0,0,0,0,0,proficient
6.8,0.278,1.065,1.4,0.4,0,0,2.903,2.4,0.6,0.8,1.452,0,3,1,0,0,0,0,0,0,0,proficient
7.2,0.278,1.094,1.4,0.4,0,0,3.031,2.4,0.6,1,1.531,0,3,0.667,0,0.333,0,0,0,6,1,proficient
7.2,0.278,1.094,1.4,0.4,0,0,3.031,2.4,0.6,1,1.531,0,3,0.667,0,0.333,0,0,0,0,0,proficient
7.2,0.278,1.094,1.4,0.4,0,0,3.062,2.4,0.6,1,1.531,0,3,0.667,0,0.333,0,0,0,1,1,proficient
7.2,0.278,1.094,1.4,0.4,0,0,3.062,2.4,0.6,1,1.531,0,3,0.667,0,0.333,0,0,0,0,0,proficient
7.2,0.278,1.094,1.4,0.4,0,0,3.062,2.4,0.6,1,1.531,0,3,0.667,0,0.333,0,0,0,7,1,proficient
7.2,0.278,1.094,1.4,0.4,0,0,3.062,2.4,0.6,1,1.531,0,3,0.667,0,0.333,0,0,0,1,3,proficient
1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,proficient
0.5,0,1,1,0,0,0,0,0,0,0.5,1,0,1,1,0,0,0,0,0,0,0,proficient
0.333,0,1,1,0,0,0,0,0,0,0.333,1,0,1,1,0,0,0,0,0,0,0,proficient
0.25,0,1,1,0,0,0,0,0,0,0.25,1,0,1,1,0,0,0,0,0,0,0,proficient
2.25,0,1,1,0,0,0,0.889,0,1,2.25,0.556,0,1,1,0,0,0,0,1,0,0,proficient
2.25,0,1,1,0,0,0,0.889,0,1,2.25,0.556,0,1,1,0,0,0,0,0,0,0,proficient
2,0,1,1,0,0,0,0.8,0,0.8,2,0.6,0,1,1,0,0,0,0,1,0,0,proficient
5.2,0,1,1,0,0,0,1,0,2.4,5.2,0.5,0,1,1,0,0,0,0,1,1,1,proficient
5.2,0,1,1,0,0,0,1,0,2.4,5.2,0.5,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
28,0.923,1,1,0,0,0,1.607,13,0,0,1.071,0,1,1,0,0,0,0,0,0,0,proficient
14.5,0.462,1,1,0,0,0,1.552,6.5,0,0.5,1.069,0,1,1,0,0,0,0,0,0,0,proficient
16,0.463,1.033,1,0,0,0,3.133,6.5,0,0.5,1.133,0,1,1,0,0,0,0,0,0,0,proficient
16.5,0.463,1.032,1,0,0,0,3.258,6.5,0,1.5,1.097,0,1,1,0,0,0,0,0,0,0,proficient
17,0.463,1.032,1,0,0,0,3.548,6.5,0.5,1.5,1.097,0,1,1,0,0,0,0,0,0,0,proficient
19.5,0.463,1.065,1,0,0,0,3.968,6.5,0.5,1.5,1.097,0,1,1,0,0,0,0,0,2,2,proficient
21,0.463,1.091,1,0,0,0,4,6.5,0.5,2.5,1.03,0,1,1,0,0,0,0,0,0,0,proficient
21,0.463,1.091,1,0,0,0,4.061,6.5,0.5,2.5,1.03,0,1,1,0,0,0,0,0,0,0,proficient
14,0.309,1.091,1,0,0,0,4.061,4.333,0.333,1.667,1.03,0,1,1,0,0,0,0,0,0,0,proficient
21,0.463,1.091,1,0,0,0,4.061,6.5,0.5,2.5,1.03,0,1,1,0,0,0,0,1,0,0,proficient
21.5,0.463,1.088,1,0,0,0,3.971,6.5,0.5,3,1,0,1,1,0,0,0,0,0,0,0,proficient
21.5,0.463,1.088,1,0,0,0,4,6.5,0.5,3,1,0,1,1,0,0,0,0,0,0,0,proficient
22.5,0.463,1.118,1,0,0,0,4.588,6.5,0.5,3,1,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
24,0.913,1,1,0,0,0,1.375,11,0,0,0.875,0,1,1,0,0,0,0,0,0,0,proficient
12.5,0.457,1,1,0,0,0,1.32,5.5,0,0.5,0.88,0,2,1,0,0,0,0,0,0,0,proficient
8.333,0.304,1,2.667,0,0,0,1.32,3.667,0,0.333,0.88,0,3,1,0,0,0,0,0,0,0,proficient
8.333,0.304,1,2.667,0,0,0,1.32,3.667,0.333,0.333,0.88,0,3,1,0,0,0,0,0,0,0,proficient
9,0.304,1,2.667,0,0,0,1.852,4,0.333,0.333,0.815,0,3,1,0,0,0,0,1,0,0,proficient
9,0.304,1,2.667,0,0,0,1.852,4,0.333,0.333,0.815,0,3,1,0,0,0,0,0,0,0,proficient
9,0.304,1,2.667,0,0,0,1.852,3.667,0.333,0.333,0.815,0,3,1,0,0,0,0,1,0,0,proficient
9,0.304,1,2.667,0,0,0,1.852,3.667,0.333,0.333,0.815,0,3,1,0,0,0,0,0,0,0,proficient
9,0.304,1,2.667,0,0,0,1.852,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,1,8,2,proficient
9,0.304,1,2.667,0,0,0,1.852,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,1,0,0,proficient
9.333,0.304,1.037,2.667,0,0,0,2.63,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,0,0,0,proficient
9.333,0.304,1.037,2.667,0,0,0,2.704,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,0,2,2,proficient
9.333,0.304,1.037,2.667,0,0,0,2.815,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,0,1,1,proficient
9.333,0.304,1.037,2.667,0,0,0,2.852,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,0,0,0,proficient
9.333,0.304,1.037,2.667,0,0,0,2.926,3.667,0.333,0.333,0.815,0,3,0.667,0,0.333,0,0,0,0,0,proficient
10.667,0.311,1.032,2.667,0,0,0,2.677,4.333,0.333,0.333,0.774,0,3,0.667,0,0.333,0,0,1,0,0,proficient
10.667,0.311,1.032,2.667,0,0,0,2.71,4.333,0.333,0.333,0.774,0,3,0.667,0,0.333,0,0,0,0,0,proficient
10.667,0.311,1.032,2.667,0,0,0,2.903,4.333,0.333,0.333,0.774,0,3,0.667,0,0.333,0,0,0,0,0,proficient
11.333,0.311,1.032,2.667,0,0,0,3.161,4.333,0.333,0.333,0.774,0,3,0.667,0,0.333,0,0,0,0,0,proficient
14.667,0.311,1.065,2.667,0,0,0,3.742,4.333,0.333,0.333,0.774,0,3,0.667,0,0.333,0,0,0,0,0,proficient
21,0.466,1.069,1,0,0,0,3.414,6.5,0,0.5,0.828,0,2,0.5,0,0.5,0,0,0,0,0,proficient
22,0.466,1.069,1,0,0,0,3.655,6.5,0,0.5,0.828,0,2,0.5,0,0.5,0,0,0,1,2,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
27,0.96,1,1,0,0,0,0.963,13,0,0,0.481,0,1,1,0,0,0,0,1,0,0,proficient
27,0.96,1,1,0,0,0,0.963,13,0,0,0.481,0,1,1,0,0,0,0,0,0,0,proficient
13.5,0.48,1,1,0,0,0,0.963,6.5,0,0,0.481,0,2,1,0,0,0,0,0,0,0,proficient
15,0.48,1.034,1,0,0,0,1.034,6.5,0.5,0.5,0.448,0,2,1,0,0,0,0,0,0,0,proficient
15.5,0.48,1.033,1,0,0,0,1,6.5,0.5,0.5,0.467,0,2,1,0,0,0,0,0,0,0,proficient
15.5,0.48,1.033,1,0,0,0,1.067,7.5,0.5,0.5,0.467,0,2,1,0,0,0,0,1,0,0,proficient
15.5,0.48,1.033,1,0,0,0,1.067,7.5,0.5,0.5,0.467,0,2,1,0,0,0,0,0,0,0,proficient
16.5,0.481,1.031,1,0,0,0,1.062,8,0.5,0.5,0.469,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15.5,0.48,1.033,1,0,0,0,1.067,7.5,0.5,0.5,0.467,0,2,0.5,0,0.5,0,0,1,2,2,proficient
16.5,0.481,1.031,1,0,0,0,1.062,8,0.5,0.5,0.469,0,2,0.5,0,0.5,0,0,1,0,0,proficient
18,0.731,1.091,1,0,0,0,1.212,8,0.5,0.5,0.485,0,2,0.5,0,0.5,0,0,0,0,0,proficient
12,0.488,1.091,1,0,0,0,1.212,5.333,0.333,0.333,0.485,0,3,0.667,0,0.333,0,0,0,0,0,proficient
18,0.731,1.091,1,0,0,0,1.212,8,0.5,0.5,0.485,0,2,0.5,0,0.5,0,0,1,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,proficient
0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,proficient
0.5,0,1,1,0,0,0,0,0,0,0.5,1,0,2,1,0,0,0,0,1,0,0,proficient
0.5,0,1,1,0,0,0,0,0,0,0.5,1,0,2,1,0,0,0,0,0,0,0,proficient
0.333,0,1,1,0,0,0,0,0,0,0.333,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
0.333,0,1,1,0,0,0,0,3.333,0,0.333,1,0,2,0.5,0,0.5,0,0,1,0,0,proficient
0.333,0,1,1,0,0,0,0,6.667,0,0.333,1,0,2,0.5,0,0.5,0,0,1,0,0,proficient
0.333,0,1,1,0,0,0,0,6.667,0,0.333,1,0,2,0.5,0,0.5,0,0,0,0,0,proficient
7,0.316,1,1,0,0,0,0.952,6.667,0,0.333,0.524,0,2,0.5,0,0.5,0,0,0,0,0,proficient
13.667,0.632,1,1,0,0,0,0.976,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
13.667,0.632,1,1,0,0,0,1.098,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
13.667,0.632,1,1,0,0,0,1.195,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.317,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,5,1,proficient
15,0.632,1.024,1,0,0,0,1.317,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,4,1,proficient
15,0.632,1.024,1,0,0,0,1.341,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,5,1,proficient
15,0.632,1.024,1,0,0,0,1.341,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,4,1,proficient
15,0.632,1.024,1,0,0,0,1.415,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,1,1,proficient
15,0.632,1.024,1,0,0,0,1.415,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.488,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,1,2,proficient
15,0.632,1.024,1,0,0,0,1.488,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.463,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.512,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.537,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.585,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15,0.632,1.024,1,0,0,0,1.61,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
15.667,0.632,1.024,1,0,0,0,1.659,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,1,3,proficient
16.333,0.632,1.049,1,0,0,0,1.732,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
16.333,0.632,1.049,1,0,0,0,1.78,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
16.333,0.632,1.049,1,0,0,0,1.829,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
16.333,0.632,1.049,1,0,0,0,1.878,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
16.333,0.632,1.049,1,0,0,0,1.927,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
17.667,0.632,1.049,1,0,0,0,2.415,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
17.667,0.632,1.049,1,0,0,0,2.463,6.667,0,0.333,0.512,0,2,0.5,0,0.5,0,0,0,0,0,proficient
18.333,0.632,1.047,1,0,0,0,2.349,6.667,0,1,0.535,0,2,0.5,0,0.5,0,0,1,0,0,proficient
18.333,0.632,1.047,1,0,0,0,2.488,6.667,0,1,0.535,0,2,0.5,0,0.5,0,0,0,1,1,proficient
18.333,0.632,1.047,1,0,0,0,2.488,6.667,0,1,0.535,0,2,0.5,0,0.5,0,0,0,0,0,proficient
23,0.632,1.041,1,0,0,0,2.918,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,1,2,proficient
23,0.632,1.041,1,0,0,0,2.918,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,12,3,proficient
21.667,0.632,1.041,1,0,0,0,2.816,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,2,2,proficient
20.333,0.632,1.02,1,0,0,0,2.714,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,2,2,proficient
20.333,0.632,1.02,1,0,0,0,2.714,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
20.333,0.632,1.02,1,0,0,0,2.755,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
20.667,0.632,1.041,1,0,0,0,2.816,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
22,0.632,1.02,1,0,0,0,2.898,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
23.667,0.632,1.02,1,0,0,0,3.02,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,2,1,proficient
23.667,0.632,1.02,1,0,0,0,3.02,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
23.667,0.632,1.02,1,0,0,0,3.061,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,2,1,proficient
23.667,0.632,1.02,1,0,0,0,3.061,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
24.333,0.632,1.041,1,0,0,0,3.163,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
25,0.632,1.041,1,0,0,0,3.204,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
25,0.632,1.041,1,0,0,0,3.224,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,2,1,proficient
25,0.632,1.041,1,0,0,0,3.224,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
26.333,0.632,1.061,1,0,0,0,3.367,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,2,1,proficient
26.333,0.632,1.061,1,0,0,0,3.367,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,10,1,proficient
26.333,0.632,1.061,1,0,0,0,3.388,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,10,1,proficient
26.333,0.632,1.061,1,0,0,0,3.388,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
26.333,0.632,1.061,1,0,0,0,3.408,6.667,0,3,0.551,0,2,0.5,0,0.5,0,0,0,0,0,proficient
1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,proficient
0.5,0,1,1,0,0,0,0,0,0,0.5,1,0,2,1,0,0,0,0,0,0,0,proficient
0.5,0,1,1,0,0,0,0,7,0,0.5,1,0,2,1,0,0,0,0,1,0,0,proficient
0.5,0,1,1,0,0,0,0,7,0,0.5,1,0,2,1,0,0,0,0,0,0,0,proficient
0.5,0,1,1,0,0,0,0,8,0,0.5,1,0,2,1,0,0,0,0,0,0,0,proficient
17,0.471,1,1,0,0,0,1.382,8,0,0.5,0.912,0,2,1,0,0,0,0,0,0,0,proficient
11.333,0.314,1,1,0,0,0,1.382,5.333,0,0.333,0.912,0,3,1,0,0,0,0,1,0,0,proficient
11.667,0.314,1,1,0,0,0,1.371,5.333,0.333,0.333,0.886,0,3,1,0,0,0,0,1,2,1,proficient
11.667,0.314,1,1,0,0,0,1.371,5.333,0.333,0.333,0.886,0,3,1,0,0,0,0,1,1,1,proficient
12,0.314,1,1,0,0,0,1.333,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,4,1,proficient
12,0.314,1,1,0,0,0,1.333,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12,0.314,1,1,0,0,0,1.444,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12,0.314,1,1,0,0,0,1.5,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,1.583,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,1.667,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,1.778,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,1.833,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,1.889,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,7,1,proficient
12.333,0.314,1.028,1,0,0,0,1.889,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,2,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,1,1,proficient
12.333,0.314,1.028,1,0,0,0,2,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.333,0.314,1.028,1,0,0,0,2.111,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.667,0.314,1.028,1,0,0,0,2.222,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.667,0.314,1.028,1,0,0,0,2.278,5.333,0.333,0.333,0.861,0,3,0.667,0,0.333,0,0,0,0,0,proficient
12.667,0.314,1.028,1,0,0,0,2.278,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,0,0,0,proficient
12.667,0.314,1.028,1,0,0,0,2.278,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,1,0,0,proficient
12.667,0.314,1.028,1,0,0,0,2.306,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,0,0,0,proficient
12.667,0.314,1.028,1,0,0,0,2.333,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,0,0,0,proficient
13,0.314,1.056,1,0,0,0,2.472,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,0,0,0,proficient
13,0.314,1.056,1,0,0,0,2.5,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,0,0,0,proficient
13,0.314,1.056,1,0,0,0,2.611,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,0,0,0,proficient
14.333,0.314,1.056,1,0,0,0,3.111,5.333,0.333,0.333,0.861,0,3,0.5,0,0.5,0,0,1,0,0,proficient
14.667,0.314,1.054,1,0,0,0,3.027,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,1,2,1,proficient
14.667,0.314,1.054,1,0,0,0,3.027,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,0,0,0,proficient
15,0.314,1.081,1,0,0,0,3.162,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,0,0,0,proficient
16.333,0.314,1.081,1,0,0,0,3.27,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,0,0,0,proficient
18,0.314,1.081,1,0,0,0,3.432,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,0,0,0,proficient
18.333,0.314,1.108,1,0,0,0,3.486,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,1,0,0,proficient
18.333,0.314,1.108,1,0,0,0,3.514,5.333,0.333,0.333,0.838,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19,0.314,1.132,1,0,0,0,3.5,5.333,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19,0.314,1.132,1,0,0,0,3.553,5.333,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19,0.314,1.132,1,0,0,0,3.579,5.333,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19.333,0.314,1.132,1,0,0,0,3.711,5.333,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19.333,0.314,1.132,1,0,0,0,3.737,5.333,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19.333,0.316,1.132,1,0,0,0,3.737,5.667,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,1,0,0,proficient
19.333,0.316,1.132,1,0,0,0,3.737,5.667,0.333,0.333,0.816,0,3,0.5,0,0.5,0,0,0,0,0,proficient
19.667,0.316,1.128,1,0,0,0,3.795,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,2,1,proficient
19.667,0.316,1.128,1,0,0,0,3.795,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,0,0,proficient
21.667,0.316,1.128,1,0,0,0,4.231,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,2,1,proficient
21.667,0.316,1.128,1,0,0,0,4.231,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,0,0,proficient
21.667,0.316,1.128,1,0,0,0,4.385,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,0,0,proficient
24.333,0.316,1.179,1,0,0,0,5.564,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,2,1,proficient
24.333,0.316,1.179,1,0,0,0,5.564,5.667,0.333,0.333,0.795,0,3,0.5,0,0.5,0,0,0,0,0,proficient
25,0.315,1.171,1,0,0,0,5.341,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
25.333,0.315,1.171,1,0,0,0,5.463,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
25.333,0.315,1.171,1,0,0,0,5.756,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
25.333,0.315,1.171,1,0,0,0,5.805,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
25.333,0.315,1.171,1,0,0,0,5.829,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
27,0.315,1.171,1,0,0,0,6.561,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
27,0.315,1.171,1,0,0,0,6.585,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,0,0,proficient
27.667,0.315,1.195,1,0,0,0,6.756,5.667,0.333,0.333,0.78,0,3,0.5,0,0.5,0,0,0,1,4,proficient
